movie_title,genres,actor_1_name,actor_2_name,title_year,country,movie_imdb_link
How to Train Your Dragon 2,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,Djimon Hounsou,2014,USA,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1
Gods of Egypt,Action|Adventure|Fantasy,Gerard Butler,Elodie Yung,2016,USA,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1
Stealth,Action|Adventure|Sci-Fi|Thriller,Sam Shepard,Joe Morton,2005,USA,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1
Watchmen,Action|Drama|Mystery|Sci-Fi,Matt Frewer,Billy Crudup,2009,USA,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1
Lethal Weapon 4,Action|Crime|Thriller,Jet Li,Rene Russo,1998,USA,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1
Hulk,Action|Sci-Fi,Kevin Rankin,Regi Davis,2003,USA,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1
G.I. Joe: Retaliation,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,Dwayne Johnson,2013,USA,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1
Sahara,Action|Adventure|Comedy|Thriller,Matthew McConaughey,Rainn Wilson,2005,UK,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1
Final Fantasy: The Spirits Within,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,Ming-Na Wen,2001,USA,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1
Captain America: The First Avenger,Action|Adventure|Sci-Fi,Chris Evans,Dominic Cooper,2011,USA,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1
The World Is Not Enough,Action|Adventure|Thriller,Colin Salmon,Maria Grazia Cucinotta,1999,UK,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1
Master and Commander: The Far Side of the World,Action|Adventure|Drama|History|War,James DArcy,Lee Ingleby,2003,USA,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,Robert Pattinson,Kristen Stewart,2012,USA,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1
Happy Feet 2,Animation|Comedy|Family|Musical,Robin Williams,Brad Pitt,2011,Australia,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1
The Incredible Hulk,Action|Adventure|Sci-Fi,Ty Burrell,Peter Mensah,2008,USA,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1
Miami Vice            ,Action|Crime|Drama|Mystery|Thriller,Don Johnson,Philip Michael Thomas,,USA,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1
The BFG,Adventure|Family|Fantasy,Mark Rylance,Penelope Wilton,2016,UK,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1
The Revenant,Adventure|Drama|Thriller|Western,Leonardo DiCaprio,Tom Hardy,2015,USA,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1
Turbo,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,Snoop Dogg,2013,USA,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1
Rango,Adventure|Animation|Comedy|Family|Western,Johnny Depp,Ray Winstone,2011,USA,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1
Penguins of Madagascar,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,Annet Mahendru,2014,USA,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1
The Bourne Ultimatum,Action|Mystery|Thriller,Matt Damon,Edgar RamA­rez,2007,USA,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1
Kung Fu Panda,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Wayne Knight,2008,USA,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1
Ant-Man,Action|Adventure|Comedy|Sci-Fi,Judy Greer,Hayley Atwell,2015,USA,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1
The Hunger Games: Catching Fire,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,Josh Hutcherson,2013,USA,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,Robert Pattinson,Kristen Stewart,2012,USA,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1
Home,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Matt Jones,2015,USA,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
War of the Worlds,Adventure|Sci-Fi|Thriller,Tom Cruise,Lisa Ann Walter,2005,USA,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1
Bad Boys II,Action|Comedy|Crime|Thriller,Will Smith,Henry Rollins,2003,USA,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1
Puss in Boots,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,Constance Marie,2011,USA,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1
Salt,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,Andre Braugher,2010,USA,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1
Noah,Action|Adventure|Drama,Anthony Hopkins,Emma Watson,2014,USA,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1
The Adventures of Tintin,Action|Adventure|Family|Mystery,Toby Jones,Mackenzie Crook,2011,USA,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1
Harry Potter and the Prisoner of Azkaban,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Gary Oldman,2004,UK,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1
Australia,Adventure|Drama|Romance|War,Essie Davis,Bryan Brown,2008,Australia,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1
After Earth,Action|Adventure|Sci-Fi,Will Smith,ZoA« Kravitz,2013,USA,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1
Dinosaur,Adventure|Animation|Family|Thriller,Alfre Woodard,D.B. Sweeney,2000,USA,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1
Harry Potter and the Deathly Hallows: Part II,Action|Fantasy,Rupert Grint,Dave Legeno,2011,UK,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1
Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family|Fantasy,Robin Williams,Rami Malek,2014,USA,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1
Megamind,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,Brad Pitt,2010,USA,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1
Harry Potter and the Sorcerers Stone,Adventure|Family|Fantasy,Daniel Radcliffe,Fiona Shaw,2001,UK,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1
R.I.P.D.,Action|Comedy|Fantasy,Ryan Reynolds,Jeff Bridges,2013,USA,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1
Godzilla Resurgence,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,Shinya Tsukamoto,2016,Japan,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Fantasy,Johnny Depp,Orlando Bloom,2003,USA,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1
Harry Potter and the Deathly Hallows: Part I,Fantasy,Rupert Grint,Toby Jones,2010,UK,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,Philip Seymour Hoffman,2014,USA,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1
The Da Vinci Code,Mystery|Thriller,Tom Hanks,Seth Gabel,2006,USA,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1
Rio 2,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rachel Crow,2014,USA,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1
X-Men 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,Bruce Davison,2003,Canada,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1
Fast Five,Action|Crime|Thriller,Paul Walker,Vin Diesel,2011,USA,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1
Sherlock Holmes: A Game of Shadows,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Eddie Marsan,2011,USA,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1
Clash of the Titans,Action|Adventure|Fantasy,Liam Neeson,Jason Flemyng,2010,USA,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1
Total Recall,Action|Sci-Fi,Ronny Cox,Rachel Ticotin,1990,USA,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1
The 13th Warrior,Action|Adventure|History,Tony Curran,Vladimir Kulich,1999,USA,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1
The Bourne Legacy,Action|Adventure|Thriller,Jeremy Renner,Scott Glenn,2012,USA,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1
Batman & Robin,Action,Michael Gough,Vivica A. Fox,1997,USA,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1
How the Grinch Stole Christmas,Comedy|Family|Fantasy,Clint Howard,T.J. Thyne,2000,USA,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1
The Day After Tomorrow,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,Dennis Quaid,2004,USA,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1
Mission: Impossible II,Action|Adventure|Thriller,Tom Cruise,Dougray Scott,2000,USA,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1
The Perfect Storm,Action|Adventure|Drama|Thriller,Karen Allen,Mary Elizabeth Mastrantonio,2000,USA,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1
Fantastic 4: Rise of the Silver Surfer,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Ioan Gruffudd,2007,USA,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1
Life of Pi,Adventure|Drama|Fantasy,Suraj Sharma,Rafe Spall,2012,USA,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1
Ghost Rider,Action|Fantasy|Thriller,Nicolas Cage,Matt Long,2007,USA,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1
Jason Bourne,Action|Thriller,Matt Damon,Riz Ahmed,2016,UK,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1
Charlies Angels: Full Throttle,Action|Adventure|Comedy|Crime,Demi Moore,Bernie Mac,2003,USA,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1
Prometheus,Adventure|Mystery|Sci-Fi,Michael Fassbender,Charlize Theron,2012,USA,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1
Stuart Little 2,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,Brad Garrett,2002,USA,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1
Elysium,Action|Drama|Sci-Fi|Thriller,Matt Damon,Sharlto Copley,2013,USA,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1
The Chronicles of Riddick,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,Alexa Davalos,2004,USA,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1
RoboCop,Action|Crime|Sci-Fi|Thriller,Gary Oldman,Abbie Cornish,2014,USA,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1
Speed Racer,Action|Family|Sport,Scott Porter,Kick Gurry,2008,USA,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1
How Do You Know,Comedy|Drama|Romance,Shelley Conn,Domenick Lombardozzi,2010,USA,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1
Knight and Day,Action|Comedy|Romance,Tom Cruise,Marc Blucas,2010,USA,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1
Oblivion,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Tom Cruise,2013,USA,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1
Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Christopher Lee,2005,USA,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Christopher Lee,2002,USA,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1
"Monsters, Inc.",Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,John Ratzenberger,2001,USA,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1
The Wolverine,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,Tao Okamoto,2013,USA,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1
Star Wars: Episode I - The Phantom Menace,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Liam Neeson,1999,USA,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1
The Croods,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,Emma Stone,2013,USA,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1
Asterix at the Olympic Games,Adventure|Comedy|Family|Fantasy,Alain Delon,Santiago Segura,2008,France,http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1
Windtalkers,Action|Drama|War,Nicolas Cage,Roger Willie,2002,USA,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1
The Huntsman: Winters War,Action|Adventure|Drama|Fantasy,Chris Hemsworth,Sam Claflin,2016,USA,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Danny Woodburn,2014,USA,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
Gravity,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,Basher Savage,2013,UK,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1
Dantes Peak,Action|Adventure|Thriller,Jamie RenA©e Smith,Grant Heslov,1997,USA,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles: Out of the Shadows,Action|Adventure|Comedy|Sci-Fi,Stephen Amell,Noel Fisher,2016,USA,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1
Fantastic Four,Action|Adventure|Sci-Fi,Tim Blake Nelson,Reg E. Cathey,2015,USA,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Night at the Museum,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Rami Malek,2006,USA,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1
San Andreas,Action|Adventure|Drama|Thriller,Dwayne Johnson,Ioan Gruffudd,2015,USA,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1
Tomorrow Never Dies,Action|Adventure|Thriller,Vincent Schiavelli,Colin Salmon,1997,UK,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1
The Patriot,Action|Drama|History|War,Heath Ledger,Adam Baldwin,2000,USA,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1
Oceans Twelve,Crime|Thriller,Brad Pitt,Julia Roberts,2004,USA,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1
Mr. & Mrs. Smith,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,Angelina Jolie Pitt,2005,USA,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1
Insurgent,Adventure|Sci-Fi|Thriller,Kate Winslet,Theo James,2015,USA,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1
The Aviator,Biography|Drama,Leonardo DiCaprio,Adam Scott,2004,USA,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1
Gullivers Travels,Adventure|Comedy|Family|Fantasy,James Corden,Catherine Tate,2010,USA,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1
The Green Hornet,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,Tom Wilkinson,2011,USA,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1
The A-Team            ,Action|Adventure|Crime,George Peppard,Dirk Benedict,,USA,http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1
300: Rise of an Empire,Action|Drama|Fantasy|War,Eva Green,Sullivan Stapleton,2014,USA,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1
The Smurfs,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,Tim Gunn,2011,USA,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1
Home on the Range,Animation|Comedy|Family|Music|Western,Steve Buscemi,Roseanne Barr,2004,USA,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1
Allegiant,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Theo James,2016,USA,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1
Real Steel,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Torey Michael Adkins,2011,USA,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1
The Smurfs 2,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,Nancy ODell,2013,USA,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1
Speed 2: Cruise Control,Action|Crime|Romance|Thriller,Jason Patric,Temuera Morrison,1997,USA,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1
Enders Game,Action|Sci-Fi,Harrison Ford,Moises Arias,2013,USA,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1
Live Free or Die Hard,Action|Adventure|Thriller,Bruce Willis,Jonathan Sadowski,2007,USA,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1
The Lord of the Rings: The Fellowship of the Ring,Action|Adventure|Drama|Fantasy,Christopher Lee,Orlando Bloom,2001,New Zealand,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1
Around the World in 80 Days,Action|Adventure|Comedy,Jim Broadbent,Steve Coogan,2004,USA,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1
Ali,Biography|Drama|Sport,Will Smith,Jada Pinkett Smith,2001,USA,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1
The Cat in the Hat,Adventure|Comedy|Family|Fantasy,Sean Hayes,Kelly Preston,2003,USA,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1
"I, Robot",Action|Mystery|Sci-Fi|Thriller,Will Smith,Bruce Greenwood,2004,USA,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1
Kingdom of Heaven,Action|Adventure|Drama|History|War,Liam Neeson,Orlando Bloom,2005,USA,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1
Stuart Little,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,Nathan Lane,1999,Germany,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1
The Princess and the Frog,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,Jenifer Lewis,2009,USA,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1
The Martian,Adventure|Drama|Sci-Fi,Matt Damon,Donald Glover,2015,USA,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1
"10,000 B.C.            ",Comedy,Mathew Buck,,,,http://www.imdb.com/title/tt1869849/?ref_=fn_tt_tt_1
The Island,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,Steve Buscemi,2005,USA,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1
Town & Country,Comedy|Romance,Del Zamora,Warren Beatty,2001,New Line,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1
Gone in Sixty Seconds,Action|Crime|Thriller,Nicolas Cage,Angelina Jolie Pitt,2000,USA,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1
Gladiator,Action|Drama|Romance,Djimon Hounsou,Connie Nielsen,2000,USA,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1
Minority Report,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Frank Grillo,2002,USA,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1
Harry Potter and the Chamber of Secrets,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Rupert Grint,2002,UK,http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1
Casino Royale,Action|Adventure|Thriller,Eva Green,Tobias Menzies,2006,UK,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1
Planet of the Apes,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Estella Warren,2001,USA,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1
Terminator 2: Judgment Day,Action|Sci-Fi,Joe Morton,Jenette Goldstein,1991,USA,http://www.imdb.com/title/tt0103064/?ref_=fn_tt_tt_1
Public Enemies,Biography|Crime|Drama|History|Romance,Johnny Depp,Christian Bale,2009,USA,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1
American Gangster,Biography|Crime|Drama,Denzel Washington,Ruby Dee,2007,USA,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1
True Lies,Action|Comedy|Thriller,Jamie Lee Curtis,Tia Carrere,1994,USA,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1
The Taking of Pelham 1 2 3,Action|Crime|Thriller,Denzel Washington,Ramon Rodriguez,2009,USA,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1
Little Fockers,Comedy|Romance,Robert De Niro,Blythe Danner,2010,USA,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1
The Other Guys,Action|Comedy|Crime,Dwayne Johnson,Will Ferrell,2010,USA,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1
Eraser,Action|Drama|Mystery|Thriller,Vanessa Williams,James Coburn,1996,USA,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1
Django Unchained,Drama|Western,Leonardo DiCaprio,Christoph Waltz,2012,USA,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1
The Hunchback of Notre Dame,Animation|Drama|Family|Musical|Romance,Demi Moore,Jason Alexander,1996,USA,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1
The Emperors New Groove,Adventure|Animation|Comedy|Family|Fantasy,Eartha Kitt,Wendie Malick,2000,USA,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1
The Expendables 2,Action|Adventure|Thriller,Jason Statham,Sylvester Stallone,2012,USA,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1
National Treasure,Action|Adventure|Comedy|Family|Mystery,Nicolas Cage,Armando Riesco,2004,USA,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1
Eragon,Action|Adventure|Family|Fantasy,Djimon Hounsou,Ed Speleers,2006,USA,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1
Where the Wild Things Are,Adventure|Drama|Family|Fantasy,Catherine OHara,Ryan Corr,2009,Germany,http://www.imdb.com/title/tt0386117/?ref_=fn_tt_tt_1
Pan,Adventure|Family|Fantasy,Hugh Jackman,Cara Delevingne,2015,USA,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1
Epic,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Emma Kenney,2013,USA,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1
The Tourist,Action|Romance|Thriller,Johnny Depp,Angelina Jolie Pitt,2010,USA,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1
End of Days,Action|Fantasy|Horror|Mystery,CCH Pounder,Mark Margolis,1999,USA,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1
Blood Diamond,Adventure|Drama|Thriller,Leonardo DiCaprio,Djimon Hounsou,2006,Germany,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1
The Wolf of Wall Street,Biography|Comedy|Crime|Drama,Leonardo DiCaprio,Matthew McConaughey,2013,USA,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1
Batman Forever,Action|Adventure|Fantasy,Michael Gough,Rene Auberjonois,1995,USA,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1
Starship Troopers,Action|Sci-Fi|War,Jake Busey,Patrick Muldoon,1997,USA,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1
Cloud Atlas,Drama|Sci-Fi,Tom Hanks,Jim Sturgess,2012,Germany,http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1
Legend of the Guardians: The Owls of GaHoole,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Richard Roxburgh,2010,USA,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1
Catwoman,Action|Crime|Fantasy|Romance|Thriller,Frances Conroy,Christopher Heyerdahl,2004,USA,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1
Hercules,Action|Adventure,Dwayne Johnson,Rufus Sewell,2014,USA,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1
Treasure Planet,Adventure|Animation|Family|Sci-Fi,Joseph Gordon-Levitt,Martin Short,2002,USA,http://www.imdb.com/title/tt0133240/?ref_=fn_tt_tt_1
Land of the Lost,Adventure|Comedy|Sci-Fi,Will Ferrell,Anna Friel,2009,USA,http://www.imdb.com/title/tt0457400/?ref_=fn_tt_tt_1
The Expendables 3,Action|Adventure|Thriller,Jason Statham,Sylvester Stallone,2014,USA,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1
Point Break,Action|Crime|Sport|Thriller,Ray Winstone,Edgar RamA­rez,2015,USA,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1
Son of the Mask,Comedy|Family|Fantasy,Jamie Kennedy,Traylor Howard,2005,USA,http://www.imdb.com/title/tt0362165/?ref_=fn_tt_tt_1
In the Heart of the Sea,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,Benjamin Walker,2015,USA,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1
The Adventures of Pluto Nash,Action|Comedy|Sci-Fi,Rosario Dawson,Randy Quaid,2002,USA,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1
Green Zone,Action|Drama|Thriller|War,Matt Damon,Sean Huze,2010,France,http://www.imdb.com/title/tt0947810/?ref_=fn_tt_tt_1
